"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Title","1.0","Title-{wikidata_27416|vg_sales_5090}","{Saw|SAW}","Saw",,
"Title","1.0","Title-{vg_sales_12177|wikidata_28627}","{R-Type Command|R-Type Command}","R-Type Command",,
"Title","1.0","Title-{wikidata_29605|vg_sales_601}","{Madden NFL 08|Madden NFL 08}","Madden NFL 08",,
"Title","1.0","Title-{vg_sales_1686|wikidata_14150}","{Metal Gear Solid: Portable Ops|Metal Gear Solid: Portable Ops}","Metal Gear Solid: Portable Ops",,
"Title","1.0","Title-{wikidata_17007|vg_sales_9177}","{Skylanders Giants|Skylanders Giants}","Skylanders Giants",,
"Title","1.0","Title-{vg_sales_13429|steam_games_658|wikidata_25918|wikidata_25919}","{Tropico 3|Tropico 3|Tropico 3|Tropico 3}","Tropico 3",,
"Title","1.0","Title-{vg_sales_5571|wikidata_15859}","{Major League Baseball 2K6|Major League Baseball 2K6}","Major League Baseball 2K6",,
"Title","1.0","Title-{wikidata_29209|vg_sales_465}","{Tom Clancy's Splinter Cell|Tom Clancy's Splinter Cell}","Tom Clancy's Splinter Cell",,
"Title","1.0","Title-{vg_sales_2791|wikidata_22226}","{Sword of Mana|Sword of Mana}","Sword of Mana",,
"Title","1.0","Title-{vg_sales_11399|wikidata_15906}","{Major League Baseball 2K11|Major League Baseball 2K11}","Major League Baseball 2K11",,
"Title","1.0","Title-{vg_sales_2830|wikidata_33954}","{God Eater|God Eater}","God Eater",,
"Title","1.0","Title-{wikidata_19366|vg_sales_7186}","{Super Adventure Island|Super Adventure Island}","Super Adventure Island",,
"Title","1.0","Title-{vg_sales_2462|wikidata_29807}","{The Incredibles|The Incredibles}","The Incredibles",,
"Title","0.4","Title-{wikidata_26089|wikidata_27376|wikidata_27386|vg_sales_6107|wikidata_27381}","{Ice Age: Dawn of the Dinosaurs (jogo eletrônico)|Ice Age: Dawn of the Dinosaurs (video game)|Ice Age: Dawn of the Dinosaurs|Ice Age: Dawn of the Dinosaurs|Ice Age: Dawn of the Dinosaurs (computerspel)}","Ice Age: Dawn of the Dinosaurs",,
"Title","1.0","Title-{wikidata_16734|vg_sales_14345}","{Atelier Sophie: The Alchemist of the Mysterious Book|Atelier Sophie: The Alchemist of the Mysterious Book}","Atelier Sophie: The Alchemist of the Mysterious Book",,
"Title","1.0","Title-{wikidata_14367|vg_sales_711}","{Guitar Hero III: Legends of Rock|Guitar Hero III: Legends of Rock}","Guitar Hero III: Legends of Rock",,
"Title","1.0","Title-{steam_games_705|wikidata_6273|wikidata_6274}","{Knights of Honor|Knights of Honor|Knights of honor}","Knights of Honor",,
"Title","1.0","Title-{wikidata_19299|wikidata_19305|vg_sales_2136}","{Skylanders: Spyro's Adventure|Skylanders: Spyro’s Adventure|Skylanders: Spyro's Adventure}","Skylanders: Spyro's Adventure",,
"Title","1.0","Title-{wikidata_26211|steam_games_16195}","{Tropico 6|Tropico 6}","Tropico 6",,
"Title","1.0","Title-{steam_games_21918|wikidata_24505}","{Supreme Ruler The Great War|Supreme Ruler The Great War}","Supreme Ruler The Great War",,
"Title","1.0","Title-{steam_games_1005|vg_sales_13912}","{Secret Files 2: Puritas Cordis|Secret Files 2: Puritas Cordis}","Secret Files 2: Puritas Cordis",,
"Title","0.0","Title-{wikidata_1727|vg_sales_4366}","{Pokémon Puzzle League|Pokemon Puzzle League}","Pokémon Puzzle League",,
"Title","1.0","Title-{vg_sales_4047|wikidata_31339}","{Dragon Ball Z: Burst Limit|Dragon Ball Z: Burst Limit}","Dragon Ball Z: Burst Limit",,
"Title","1.0","Title-{wikidata_15436|vg_sales_317}","{Flash Focus: Vision Training in Minutes a Day|Flash Focus: Vision Training in Minutes a Day}","Flash Focus: Vision Training in Minutes a Day",,
"Title","0.0","Title-{wikidata_1807|vg_sales_1482}","{Pokémon Ranger: Guardian Signs|Pokemon Ranger: Guardian Signs}","Pokémon Ranger: Guardian Signs",,
"Title","1.0","Title-{wikidata_31816|steam_games_2551|vg_sales_7827|wikidata_21426}","{Tom Clancy’s Splinter Cell: Blacklist|Tom Clancy’s Splinter Cell Blacklist|Tom Clancy's Splinter Cell: Blacklist|Tom Clancy's Splinter Cell: Blacklist}","Tom Clancy’s Splinter Cell Blacklist",,
"Title","1.0","Title-{vg_sales_1790|wikidata_20783}","{Rabbids Go Home|Rabbids Go Home}","Rabbids Go Home",,
"Title","1.0","Title-{wikidata_15961|steam_games_11585}","{Out of the Park Baseball 17|Out of the Park Baseball 17}","Out of the Park Baseball 17",,
"Title","1.0","Title-{vg_sales_2074|wikidata_21421}","{Zoo Tycoon DS|Zoo Tycoon DS}","Zoo Tycoon DS",,
"Title","1.0","Title-{vg_sales_15696|steam_games_1621}","{Dungeons - The Dark Lord|Dungeons - The Dark Lord}","Dungeons - The Dark Lord",,
"Title","1.0","Title-{vg_sales_4550|wikidata_21529|wikidata_21536}","{Lego Batman 3: Beyond Gotham|Lego Batman 3: Beyond Gotham|LEGO Batman 3: Beyond Gotham}","Lego Batman 3: Beyond Gotham",,
"Title","1.0","Title-{wikidata_25510|vg_sales_3899}","{Summoner|Summoner}","Summoner",,
"Title","1.0","Title-{wikidata_35246|vg_sales_13322}","{Jonah Lomu Rugby Challenge|Jonah Lomu Rugby Challenge}","Jonah Lomu Rugby Challenge",,
"Title","1.0","Title-{vg_sales_3199|wikidata_21101}","{Disney Universe|Disney Universe}","Disney Universe",,
"Title","1.0","Title-{wikidata_24564|steam_games_2540}","{Super Sanctum TD|Super Sanctum TD}","Super Sanctum TD",,
"Title","1.0","Title-{wikidata_23562|vg_sales_13884}","{Superstars V8 Racing|Superstars V8 Racing}","Superstars V8 Racing",,
"Title","1.0","Title-{steam_games_865|vg_sales_15442|wikidata_35107}","{Mini Ninjas|Mini Ninjas|Mini Ninjas}","Mini Ninjas",,
"Title","1.0","Title-{wikidata_25545|vg_sales_12084}","{Dynasty Warriors DS: Fighter's Battle|Dynasty Warriors DS: Fighter's Battle}","Dynasty Warriors DS: Fighter's Battle",,
"Title","1.0","Title-{wikidata_29748|vg_sales_11181}","{Fire Pro Wrestling Returns|Fire Pro Wrestling Returns}","Fire Pro Wrestling Returns",,
"Title","1.0","Title-{wikidata_14826|vg_sales_4873}","{Rise of the Tomb Raider|Rise of the Tomb Raider}","Rise of the Tomb Raider",,
"Title","1.0","Title-{wikidata_20508|vg_sales_3205}","{Super Castlevania IV|Super Castlevania IV}","Super Castlevania IV",,
"Title","0.6666666666666666","Title-{wikidata_1729|vg_sales_3382|wikidata_1730}","{Pokémon Trozei!|Pokemon Trozei!|Pokémon Trozei}","Pokémon Trozei",,
"Title","1.0","Title-{vg_sales_15396|wikidata_35361}","{B-17: Fortress in the Sky|B-17: Fortress in the Sky}","B-17: Fortress in the Sky",,
"Title","1.0","Title-{wikidata_21431|vg_sales_7845}","{Cars: Race-O-Rama|Cars: Race-O-Rama}","Cars: Race-O-Rama",,
"Title","1.0","Title-{wikidata_14565|vg_sales_10753}","{Resident Evil: Revelations 2|Resident Evil: Revelations 2}","Resident Evil: Revelations 2",,
"Title","1.0","Title-{vg_sales_13715|wikidata_11144|wikidata_11137}","{OutRun 2006: Coast 2 Coast|Outrun 2006: Coast 2 Coast|OutRun 2006: Coast 2 Coast}","OutRun 2006: Coast 2 Coast",,
"Title","1.0","Title-{vg_sales_11987|wikidata_23660}","{Super Robot Spirits|Super Robot Spirits}","Super Robot Spirits",,
"Title","1.0","Title-{wikidata_25058|vg_sales_14950}","{No More Heroes: Heroes' Paradise|No More Heroes: Heroes' Paradise}","No More Heroes: Heroes' Paradise",,
"Title","0.6666666666666666","Title-{vg_sales_34|wikidata_32159|wikidata_13623}","{Call of Duty: Black Ops 3|Call of Duty: Black Ops 3|Call of Duty: Black Ops III}","Call of Duty: Black Ops 3",,
"Title","1.0","Title-{vg_sales_1730|wikidata_20724}","{Romancing SaGa 2|Romancing SaGa 2}","Romancing SaGa 2",,
"Title","1.0","Title-{vg_sales_2370|wikidata_14193}","{Cooking Mama: World Kitchen|Cooking Mama: World Kitchen}","Cooking Mama: World Kitchen",,
"Title","1.0","Title-{steam_games_11129|wikidata_24837}","{DEADBOLT|DEADBOLT}","DEADBOLT",,
"Title","1.0","Title-{wikidata_17767|vg_sales_893}","{Mario Super Sluggers|Mario Super Sluggers}","Mario Super Sluggers",,
"Title","1.0","Title-{wikidata_22363|vg_sales_2508|wikidata_22370}","{Tony Hawk's Pro Skater 3|Tony Hawk's Pro Skater 3|Tony Hawk’s Pro Skater 3}","Tony Hawk's Pro Skater 3",,
"Title","1.0","Title-{wikidata_7972|vg_sales_8744}","{NHL 2K10|NHL 2K10}","NHL 2K10",,
"Title","1.0","Title-{wikidata_32372|vg_sales_13850}","{Scarface: The World Is Yours|Scarface: The World is Yours}","Scarface: The World Is Yours",,
"Title","1.0","Title-{wikidata_29068|vg_sales_8838}","{Spider-Man: Friend or Foe|Spider-Man: Friend or Foe}","Spider-Man: Friend or Foe",,
"Title","1.0","Title-{wikidata_25541|vg_sales_6727}","{Dynasty Warriors 6|Dynasty Warriors 6}","Dynasty Warriors 6",,
"Title","0.75","Title-{wikidata_13356|wikidata_13352|vg_sales_12145|wikidata_13359}","{Jurassic Park Operation Genesis|Jurassic Park: Operation Genesis|Jurassic Park: Operation Genesis|Jurrasic Park: Operation Genesis}","Jurassic Park Operation Genesis",,
"Title","1.0","Title-{wikidata_22048|vg_sales_3837|wikidata_107}","{Star Wars Battlefront: Elite Squadron|Star Wars Battlefront: Elite Squadron|Star Wars: Battlefront: Elite Squadron}","Star Wars Battlefront: Elite Squadron",,
"Title","0.75","Title-{wikidata_22397|wikidata_22404|vg_sales_3662|vg_sales_2224}","{Tony Hawk's Pro Skater 4|Tony Hawk’s Pro Skater 4|Tony Hawk's Pro Skater 3|Tony Hawk's Pro Skater 4}","Tony Hawk's Pro Skater 4",,
"Title","1.0","Title-{wikidata_22173|vg_sales_1513}","{Burnout 3: Takedown|Burnout 3: Takedown}","Burnout 3: Takedown",,
"Title","1.0","Title-{steam_games_6301|wikidata_35924}","{Moon Hunters|Moon Hunters}","Moon Hunters",,
"Title","1.0","Title-{vg_sales_576|wikidata_28811}","{LEGO Star Wars: The Complete Saga|LEGO Star Wars: The Complete Saga}","LEGO Star Wars: The Complete Saga",,
"Title","1.0","Title-{wikidata_11801|vg_sales_3741}","{Star Fox Command|Star Fox Command}","Star Fox Command",,
"Title","1.0","Title-{wikidata_26396|vg_sales_10878}","{Scooby-Doo! Who's Watching Who?|Scooby-Doo! Who's Watching Who?}","Scooby-Doo! Who's Watching Who?",,
"Title","1.0","Title-{vg_sales_7111|wikidata_22524}","{NCAA Football 09|NCAA Football 09}","NCAA Football 09",,
"Title","1.0","Title-{wikidata_34004|vg_sales_2888}","{Tactics Ogre: Let Us Cling Together|Tactics Ogre: Let Us Cling Together}","Tactics Ogre: Let Us Cling Together",,
"Title","1.0","Title-{vg_sales_6825|wikidata_31304}","{Midway Arcade Treasures: Extended Play|Midway Arcade Treasures: Extended Play}","Midway Arcade Treasures: Extended Play",,
"Title","1.0","Title-{wikidata_16944|vg_sales_556}","{Madden NFL 12|Madden NFL 12}","Madden NFL 12",,
"Title","1.0","Title-{vg_sales_6891|wikidata_24914}","{LEGO The Hobbit|Lego The Hobbit}","LEGO The Hobbit",,
"Title","1.0","Title-{vg_sales_3154|wikidata_24712}","{NBA Live 06|NBA Live 06}","NBA Live 06",,
"Title","1.0","Title-{wikidata_683|steam_games_1624}","{Torchlight II|Torchlight II}","Torchlight II",,
"Title","1.0","Title-{vg_sales_3416|wikidata_17491}","{Dead or Alive Xtreme Beach Volleyball|Dead or Alive Xtreme Beach Volleyball}","Dead or Alive Xtreme Beach Volleyball",,
"Title","1.0","Title-{wikidata_6031|steam_games_1627}","{Cave Story|Cave Story+}","Cave Story",,
"Title","1.0","Title-{wikidata_31871|wikidata_31870|vg_sales_1072|wikidata_31872}","{Call of Duty: Black Ops Declassified|Call of Duty: Black Ops: Declassified|Call of Duty Black Ops: Declassified|Call of Duty: Black Ops - Declassified}","Call of Duty: Black Ops Declassified",,
"Title","1.0","Title-{wikidata_18554|vg_sales_1214}","{Tom Clancy's Ghost Recon Advanced Warfighter|Tom Clancy's Ghost Recon Advanced Warfighter}","Tom Clancy's Ghost Recon Advanced Warfighter",,
"Title","1.0","Title-{steam_games_962|wikidata_27912}","{MDK 2|MDK 2}","MDK 2",,
"Title","1.0","Title-{wikidata_22433|vg_sales_11934}","{Disney Sports Skateboarding|Disney Sports Skateboarding}","Disney Sports Skateboarding",,
"Title","1.0","Title-{vg_sales_3066|wikidata_31514}","{Madagascar|Madagascar}","Madagascar",,
"Title","1.0","Title-{vg_sales_6397|wikidata_29606}","{Madden NFL 08|Madden NFL 08}","Madden NFL 08",,
"Title","1.0","Title-{wikidata_15281|steam_games_13123}","{Golf With Your Friends|Golf With Your Friends}","Golf With Your Friends",,
"Title","1.0","Title-{vg_sales_516|wikidata_16275|wikidata_16283}","{BioShock|BioShock|Bioshock}","BioShock",,
"Title","1.0","Title-{wikidata_33884|vg_sales_9808}","{Showdown: Legends of Wrestling|Showdown: Legends of Wrestling}","Showdown: Legends of Wrestling",,
"Title","1.0","Title-{wikidata_27852|vg_sales_9966}","{de blob 2|de Blob 2}","de blob 2",,
"Title","1.0","Title-{wikidata_33126|vg_sales_1766}","{Bad Boys: Miami Takedown|Bad Boys: Miami Takedown}","Bad Boys: Miami Takedown",,
"Title","1.0","Title-{vg_sales_4156|wikidata_21793|wikidata_21798}","{Street Fighter X Tekken|Street Fighter X Tekken|Street Fighter x Tekken}","Street Fighter X Tekken",,
"Title","1.0","Title-{steam_games_7006|wikidata_16807}","{Mystik Belle|Mystik Belle}","Mystik Belle",,
"Title","1.0","Title-{wikidata_16762|steam_games_1204}","{Mystery Case Files: Huntsville|Mystery Case Files: Huntsville™}","Mystery Case Files: Huntsville",,
"Title","1.0","Title-{vg_sales_3413|wikidata_24959}","{Extreme-G|Extreme-G}","Extreme-G",,
"Title","1.0","Title-{wikidata_29388|vg_sales_4125}","{Need for Speed: Hot Pursuit|Need for Speed: Hot Pursuit}","Need for Speed: Hot Pursuit",,
"Title","1.0","Title-{wikidata_21374|vg_sales_2057}","{Breath of Fire III|Breath of Fire III}","Breath of Fire III",,
"Title","1.0","Title-{wikidata_20639|vg_sales_1812|wikidata_20637}","{WWE 2k14|WWE 2K14|WWE 2K14}","WWE 2k14",,
"Title","1.0","Title-{wikidata_18716|wikidata_18717|vg_sales_15340|wikidata_18718|steam_games_2217|wikidata_18711|wikidata_18712|wikidata_18713}","{HOMEFRONT the Revolution|HOMEFRONT the Revolution|Homefront: The Revolution|HOMEFRONT the Revolution|Homefront®: The Revolution|Homefront: The Revolution|Homefront: The Revolution|Homefront: The Revolution}","HOMEFRONT the Revolution",,
"Title","0.6666666666666666","Title-{vg_sales_1856|wikidata_32401|wikidata_32404}","{WWE SmackDown vs. Raw 2011|WWE SmackDown vs. Raw 2010|WWE SmackDown vs. RAW 2010}","WWE SmackDown vs. Raw 2011",,
"Title","1.0","Title-{wikidata_32359|vg_sales_3966}","{Disney Sing It|Disney Sing It}","Disney Sing It",,
"Title","1.0","Title-{vg_sales_1825|wikidata_20899}","{Disney Infinity 2.0: Marvel Super Heroes|Disney Infinity 2.0: Marvel Super Heroes}","Disney Infinity 2.0: Marvel Super Heroes",,
"Title","1.0","Title-{steam_games_2609|wikidata_28818}","{Realms of Arkania: Blade of Destiny|Realms of Arkania: Blade of Destiny}","Realms of Arkania: Blade of Destiny",,
"Title","0.6","Title-{vg_sales_7203|wikidata_20540|wikidata_20544|wikidata_20548|wikidata_20557}","{Castlevania: Lords of Shadow 2|Castlevania: Lords of Shadow - Mirror of Fate|Castlevania: Lords of Shadow – Mirror of Fate|Castlevania: Lords of Shadow — Mirror of Fate|Castlevania: Lords of Shadow 2}","Castlevania: Lords of Shadow 2",,
"Title","1.0","Title-{wikidata_17603|wikidata_17598|vg_sales_7162}","{DARK SOULS II|Dark Souls II|Dark Souls II}","DARK SOULS II",,
"Title","1.0","Title-{vg_sales_1082|wikidata_29531}","{Metroid Fusion|Metroid Fusion}","Metroid Fusion",,
"Title","1.0","Title-{vg_sales_3494|wikidata_34347}","{NHL 06|NHL 06}","NHL 06",,
"Title","1.0","Title-{wikidata_33398|wikidata_26642|vg_sales_5985}","{Ben 10: Alien Force - Vilgax Attacks|Ben 10 Alien Force: Vilgax Attacks|Ben 10 Alien Force: Vilgax Attacks}","Ben 10 Alien Force: Vilgax Attacks",,
"Title","1.0","Title-{wikidata_17834|vg_sales_930}","{LittleBigPlanet 3|LittleBigPlanet 3}","LittleBigPlanet 3",,
"Title","1.0","Title-{wikidata_34661|steam_games_3200}","{Fotonica|FOTONICA}","Fotonica",,
"Title","1.0","Title-{vg_sales_7258|wikidata_27153}","{You Don't Know Jack|You Don't Know Jack}","You Don't Know Jack",,
"Title","1.0","Title-{wikidata_18344|vg_sales_1469}","{Rage|Rage}","Rage",,
"Title","1.0","Title-{wikidata_26547|vg_sales_4372}","{Tekken Advance|Tekken Advance}","Tekken Advance",,
"Title","1.0","Title-{wikidata_31240|wikidata_31241|vg_sales_1207}","{Lego Battles: Ninjago|LEGO Battles: Ninjago|LEGO Battles: Ninjago}","Lego Battles: Ninjago",,
"Title","1.0","Title-{wikidata_22711|steam_games_6252}","{Xeodrifter|Xeodrifter™}","Xeodrifter",,
"Title","1.0","Title-{wikidata_4147|steam_games_1592}","{American Conquest: Fight Back|American Conquest: Fight Back}","American Conquest: Fight Back",,
"Title","1.0","Title-{wikidata_14341|vg_sales_161}","{Forza Motorsport 3|Forza Motorsport 3}","Forza Motorsport 3",,
"Title","1.0","Title-{wikidata_29251|vg_sales_297}","{Star Fox 64|Star Fox 64}","Star Fox 64",,
"Title","1.0","Title-{vg_sales_832|wikidata_18753|wikidata_18755}","{Rayman Raving Rabbids: TV Party|Rayman Raving Rabbids: TV Party|Rayman Raving Rabbids TV Party}","Rayman Raving Rabbids TV Party",,
"Title","1.0","Title-{wikidata_8010|vg_sales_3113}","{Tiger Woods PGA Tour 10|Tiger Woods PGA Tour 10}","Tiger Woods PGA Tour 10",,
"Title","1.0","Title-{vg_sales_1702|wikidata_20653}","{NBA 2K17|NBA 2K17}","NBA 2K17",,
"Title","1.0","Title-{wikidata_27921|vg_sales_3442}","{The Conduit|The Conduit}","The Conduit",,
"Title","1.0","Title-{wikidata_24840|vg_sales_2655}","{Banjo-Kazooie: Nuts & Bolts|Banjo-Kazooie: Nuts & Bolts}","Banjo-Kazooie: Nuts & Bolts",,
"Title","1.0","Title-{wikidata_29825|vg_sales_692|wikidata_29826}","{Guild Wars 2|Guild Wars 2|Guild Wars 2}","Guild Wars 2",,
"Title","1.0","Title-{vg_sales_699|wikidata_13703}","{Just Dance 2015|Just Dance 2015}","Just Dance 2015",,
"Title","1.0","Title-{vg_sales_332|wikidata_29014}","{The Witcher 3: Wild Hunt|The Witcher 3: Wild Hunt}","The Witcher 3: Wild Hunt",,
"Title","1.0","Title-{steam_games_13845|wikidata_26812}","{Loot Rascals|Loot Rascals}","Loot Rascals",,
"Title","0.6666666666666666","Title-{wikidata_16854|wikidata_16863|vg_sales_703}","{Star Wars: The Force Unleashed|Star Wars: The Force Unleashed (игра)|Star Wars: The Force Unleashed}","Star Wars: The Force Unleashed",,
"Title","1.0","Title-{wikidata_17315|vg_sales_6222}","{Guitar Hero: Van Halen|Guitar Hero: Van Halen}","Guitar Hero: Van Halen",,
"Title","1.0","Title-{steam_games_22214|wikidata_35928}","{Moonlighter|Moonlighter}","Moonlighter",,
"Title","1.0","Title-{wikidata_34697|vg_sales_14307}","{Sonic Boom: Fire & Ice|Sonic Boom: Fire & Ice}","Sonic Boom: Fire & Ice",,
"Title","1.0","Title-{vg_sales_15511|wikidata_16539}","{Uru: Ages Beyond Myst|Uru: Ages Beyond Myst}","Uru: Ages Beyond Myst",,
"Title","1.0","Title-{wikidata_32211|steam_games_31909}","{Paint It Black|Paint It Black}","Paint It Black",,
"Title","1.0","Title-{wikidata_19388|vg_sales_5937}","{Finding Nemo: The Continuing Adventures|Finding Nemo: The Continuing Adventures}","Finding Nemo: The Continuing Adventures",,
"Title","1.0","Title-{vg_sales_3452|wikidata_34328}","{Trivial Pursuit|Trivial Pursuit}","Trivial Pursuit",,
"Title","0.5","Title-{wikidata_371|wikidata_470|wikidata_461|wikidata_29552|wikidata_29562|vg_sales_4444}","{Lego Star Wars II: Die klassische Trilogie|LEGO Star Wars II: La trilogia classica|Lego Star Wars II : La Trilogie originale|Lego Star Wars II: The Original Trilogy|LEGO Star Wars II: The Original Trilogy|LEGO Star Wars II: The Original Trilogy}","LEGO Star Wars II: La trilogia classica",,
"Title","0.6666666666666666","Title-{wikidata_16856|wikidata_16865|vg_sales_526}","{Star Wars: The Force Unleashed|Star Wars: The Force Unleashed (игра)|Star Wars: The Force Unleashed}","Star Wars: The Force Unleashed",,
"Title","1.0","Title-{wikidata_31097|vg_sales_4399}","{Sled Storm|Sled Storm}","Sled Storm",,
"Title","1.0","Title-{vg_sales_5040|wikidata_27395}","{EA Sports MMA|EA Sports MMA}","EA Sports MMA",,
"Title","1.0","Title-{wikidata_21507|vg_sales_3244}","{Wild Arms 3|Wild ARMs 3}","Wild Arms 3",,
